,id,type,lat,lon,addr:city,addr:country,addr:housenumber,addr:postcode,addr:street,amenity,delivery:covid19,diet:vegan,diet:vegetarian,indoor_seating,name,old_name,opening_hours,opening_hours:covid19,outdoor_seating,smoking,takeaway:covid19,toilets:wheelchair,website,wheelchair,branch,brand,brand:wikidata,check_date,check_date:opening_hours,cuisine,takeaway,wheelchair:description,brand:wikipedia,drive_through,fax,internet_access,level,operator,phone,highchair,internet_access:fee,payment:contactless,payment:girocard,payment:sodexo,toilets,access:covid19,contact:phone,contact:website,delivery,opening_hours:kitchen,payment:cash,payment:credit_cards,payment:debit_cards,contact:email,drink:tea,changing_table,changing_table:location,start_date,contact:facebook,air_conditioning,alt_name,opening_hours:signed,diet:meat,old_website,brewery,drink:club-mate,diet:halal,food,contact:instagram,shop,email,lunch,phone:delivery,wikimedia_commons,addr:suburb,source,description,microbrewery,description:de,diet:kosher,toilets:access,kids_area:outdoor,contact:whatsapp,not:shop,delivery:partner,short_name,cafe,drink:oat_milk,wikidata,contact:fax,alt_website,capacity,changing_table:description,contact:twitter,kids_area,kids_area:indoor,kids_area:supervised,reservation,stroller,stroller:description,highchair:description,payment:alipay,payment:american_express,payment:apple_pay,payment:diners_club,payment:edenred_card,payment:jcb,payment:mastercard,payment:unionpay,payment:visa,breakfast,changing_table:count,changing_table:fee,drink:soy_milk,payment:electronic_purses,drink:coffee,bar,internet_access:ssid,currency:BCH,image,operator:type,note:de
52,3720416979,node,54.3234454,10.1233986,Kiel,,26,24103,Möllingstraße,fast_food,,yes,only,,Diyar Feinkost,,Mo-Sa 12:00-21:00; Su 16:00-21:00,,,,,,,no,,,,2021-09-17,,kebab,,,,no,,,0,,,,,,,,,,+49 176 20572898,,,,,,,,,,,2021-08-09,Jasmin-Feinkost-117175667244154,,,,,,,,,,,,,,,,,,,,,,,,+49 176 20572898,deli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53,3733665100,node,54.3154963,10.1160026,Kiel,DE,15,24114,Lutherstraße,cafe,,yes,yes,,Café Gottschalk,,Mo-Fr 06:30-15:00,,,no,,,http://www.cafe-gottschalk.de/,no,,,,,,,,,,,,,,,+49 431 260 94 666,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54,3738064903,node,54.3142213,10.1261265,,,,,,restaurant,,yes,yes,,Rigoletto,,Tu-Sa 18:30-23:30,,,no,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55,3756085667,node,54.3313206,10.1277188,Kiel,DE,111,24118,Knooper Weg,fast_food,,yes,yes,,Domino's,Joey's Pizza Service Kiel Nord,Mo-Su 11:00-23:00,,,,,,https://www.dominos.de/filiale/de-kielknooperweg-33754,no,Kiel Nord,Domino's,Q839466,,,pizza,yes,,en:Domino's Pizza,no,,,0,Hurat Kisifli,+49 431 85525,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lieferando,Domino's,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56,3756085668,node,54.3320292,10.1242193,Kiel,DE,18,24118,Gutenbergstraße,cafe,,yes,yes,yes,Spieler Förde,Café Godot,"We-Fr 17:00+, Sa,Su 14:00+, Tu[-1] 18:30+",,no,,,,https://spieler-förde.de/,,,,,,,,,,,,,,0,Catharina Jerratsch,+49 431 28936119,,,,,,yes,,,,,,,,,,,no,,2022-01-21,,,,,,,,,,,,,catharina@spieler-förde.de,,,,,,,,,,,,,,,,board_game,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57,3929168551,node,54.3379628,10.1227056,,,,,,cafe,,yes,yes,yes,ICKPunkt,,"""zur Zeit geschlossen""",,yes,outside,,no,,limited,,,,,,coffee_shop,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58,3929168552,node,54.3375656,10.1221933,,,,,,cafe,,yes,yes,,Café-Lounge,,Mo-Th 09:30-18:00; Fr 09:30-17:00,,,outside,,,,yes,,,,,,coffee_shop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59,3929168553,node,54.3377048,10.1222523,,,,,,cafe,,yes,yes,,Cafeteria,,Mo-Th 07:30-16:30; Fr 07:30-16:00,,,outside,,,,yes,,,,,,,yes,,,no,,,,Studentenwerk SH,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60,3929191154,node,54.337474,10.1228998,,,,,,restaurant,,yes,yes,yes,Mensa I,,Mo-Fr 11:15-14:15,,yes,outside,,yes,https://studentenwerk.sh/de/mensen-in-kiel,yes,,,,,,international,yes,,,,,,,Studentenwerk Schleswig-Holstein,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q61881554,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61,4050208409,node,54.3212474,10.1320904,Kiel,DE,12,24103,Kleiner Kuhberg,restaurant,,yes,only,,El Sombrero Verde,,"Mo-Fr 11:00-15:00,17:30+; Sa 12:00+",,yes,,,,https://www.sombrero-kiel.de/,limited,,,,,2022-12-01,mexican,,,,,,,,,,,,,,,,,,,,"Tu-Fr 12:00-14:00,17:00-21:00; Sa,Su 17:00-21:00",,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62,4081793129,node,54.3163465,10.1320434,Kiel,,1,24103,Raiffeisenstraße,restaurant,,yes,yes,yes,L'Osteria,,"Mo-Sa 11:00-24:00; PH,Su 12:00-23:00",,yes,,yes,yes,https://losteria.net/de/restaurants/restaurant/kiel/,yes,,L'Osteria,Q17323478,,2023-03-16,italian,,,de:L’Osteria,,,,0,,+49 431 67072930,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kiel@losteria.de,,,,,,,,,,,,,,,,,,,+49 431 67072931,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63,4326555994,node,54.3170417,10.07164,Kiel,DE,8,24109,Martenshofweg,restaurant,,yes,yes,yes,Fischers Fritz Restaurant,,"11:30-14:00,18:00-21:30",,yes,,,,https://www.hotel-birke.de/de/genuss-kulinarik/fischers-fritz-restaurant.html,,,,,,,regional,,,,,,,,,+49 431 5331 438,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Hier wird nach den Prinzipien von Slow Food & Feinheimisch gekocht. Dies bedeutet das regionale Produkte frisch zu bereitet werden. Fangfrischer Fisch, vegetarische & vegan Gerichte.",,,,,,,,,,,,,,http://www.fischers-fritz.com,86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64,4347813897,node,54.3334862,10.1233006,,,,,,restaurant,,yes,yes,yes,POI,,Mo-Fr 11:00-23:00; Sa-Su 12:00-23:00,,yes,,,no,,limited,,,,,,pasta;italian;pizza,yes,"Eine Stufe am Eingang, Teil des Restaurants nur über Stufen erreichbar",,,,,0,POI – Pizza Originale Italiana GmbH,,yes,,,,,yes,,+49 431 56014016,https://www.poi-kiel.de/,yes,,,,,poi-kiel@t-online.de,,limited,female_toilet,,https://www.facebook.com/PoiKiel,,Pizza Originale Italiana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gepolsterte Bank in der Frauentoilette,https://twitter.com/poi_kiel,yes,yes,no,recommended,limited,"Eher eng, ein möglicher Stellplatz direkt an der Bar am Eingang",,,,,,,,,,,,,,,,,,,,,,
65,4432857992,node,54.3254174,10.1170312,Kiel,DE,31,24116,Metzstraße,fast_food,,yes,yes,yes,Kiels Kumpir,,Tu-Fr 12:00-21:00; Sa-Su 14:00-21:00; Mo off,off,no,,,,,no,,,,,2022-03-15,turkish,yes,,,,,,0,,,,,,,,,,+49 1578 8121600,,,,,,,,,,,2015-06-05,https://www.facebook.com/KielsKumpir/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66,4511819789,node,54.321872,10.1384577,,,2-12,,Wall,restaurant,,yes,yes,yes,Peter Pane,,"Su-We 11:00-22:30,Th-Sa 11:00-23:00",,yes,,,yes,https://peterpane.de/standorte/#!/l/kiel/wall-2-12/3044589,yes,,Peter Pane,Q66084419,,,burger,,"Es gibt Tische im Restaurant, die komplett stufenlos erreichbar sind, ein Großteil ist aber auf einem kleinen Podest untergebracht. Größere Tische (ab 4 Pers. aufwärts) sind meist mit Sitzbänken versehen.",,,,wlan,0,,+49 431 98654848,yes,no,yes,yes,yes,yes,,,,,,yes,,,,,yes,wheelchair_toilet,,,,,,,,,,,,,,kiel@peterpane.de,,,,,,,,,,,,,,,,,,,,,,,,no,,,,limited,"2-3 Parkmöglichkeiten im Restaurant, aber nicht an den Tischen",Mind. 3 Stück vorhanden,yes,yes,yes,yes,yes,yes,yes,yes,yes,,,,,,,,,,,,
67,4540077342,node,54.3171625,10.1240956,Kiel,DE,59,24114,Ringstraße,ice_cream,,yes,yes,,LISEIS,,Mar-May 12:00-18:00; Jun-Jul 12:00-19:00; Aug-Oct 12:00-18:00; Nov-Feb off,,,,only,,https://www.liseis.de/,limited,,,,,2023-05-02,,yes,,,,,,,,+49 431 28979006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68,4541856648,node,54.3245137,10.1230545,Kiel,DE,27a,24116,Jungfernstieg,pub,,yes,yes,yes,Sternstunde,,"Su off, Mo-We 19:00-01:00, Th 19:00-02:00, Fr-Sa 19:00-03:00",,yes,isolated,,,,no,,,,,,snacks,,,,,,,0,,,,,,,,,,+49 431 69 67 584,http://www.kieler-sternstunde.de/,,,,,,,,,,,https://www.facebook.com/STERNSTUNDE-267858635049,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69,4633781994,node,54.3135426,10.1475962,Kiel,,40,24143,Elisabethstraße,fast_food,,yes,yes,yes,Köz & Öz Ocakbaşı,,Mo-Sa 07:00-21:00,,sidewalk,no,,,,,,,,,,turkish,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,5102189846,node,54.3222919,10.1262368,Kiel,DE,3,24103,Möllingstraße,cafe,,yes,yes,yes,Fresco,,Tu-Fr 09:00-21:00; Sa 08:00-21:00; Su 08:00-18:00,,yes,,,,,no,,,,,2023-07-27,,,,,,,,,,,yes,,,yes,,,,+49 431 98284674,http://fresco-kiel.de/,,,yes,no,no,,,yes,female_toilet,,https://www.facebook.com/pages/Fresco/884652088351412,,,,,,,,,,,,,yes,,,,,,,,,,yes,,,,,,,,,,,,,yes,,,,limited,Barrierefreier Eingang auf der Rückseite des Innenhofs,,,,,,,,,,,"Mo-Fr 09:00-13:00;Sa,Su,PH 08:00-14:00",1,no,yes,no,,,,,,,
71,5221874400,node,54.3083476,10.1006732,Kiel,,,24113,Zum Hasseer Bahnhof,fast_food,,yes,yes,yes,Dönertreff Hassee,,We-Su 12:00-21:00,,yes,separated,,no,,no,,,,,,kebab,yes,,,,,,,,+49 431 65997878,,,,,,,,,,,,,no,no,,,,,,,no,,,,,,,no,,,,,,,,,,,,,no,customers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72,5370363041,node,54.3404335,10.1341936,,,,,,cafe,,yes,yes,yes,das retro,,"Mo-Fr 09:00-22:30; Sa,Su 10:00-22:30",,yes,no,,yes,,yes,,,,,,regional;saisonal,,,,,,yes,0,Kino im Schloßhof GmbH,,,no,,,,,,,,,,,,,,,,,,,,Café Centro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73,5408414734,node,54.3288546,10.1326436,Kiel,DE,5,24103,Jägersberg,cafe,,yes,yes,yes,Café Hilda,Andalucia,Mo-Su 09:00-18:00,,yes,,,yes,http://cafe-hilda.de/,limited,,,,,,,,,,,,,,,+49 431 53022730,yes,,,,,yes,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,
74,5435135715,node,54.3290461,10.1322263,Kiel,DE,6,24103,Jägersberg,restaurant,,yes,yes,yes,Hoi An,Andalucia,"Tu-Fr 12:00-15:00; Tu-Fr 17:00-23:00; Sa, Su, PH 12:00-23:00; Mo off",,yes,,,no,https://www.hoian-restaurant.de/,limited,,,,,,vietnamese,,,,,,,,,+49 431 88785655,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75,5585390080,node,54.3285854,10.1272225,Kiel,DE,1,24116,Lessingplatz,restaurant,,yes,yes,yes,Ins Blaue,Freistil,07:30-18:30,,yes,,,yes,,limited,,,,,,,,,,,,,0;1,,,,,,,,,,,,,,,,,,,,,2022-07-28,,,,,,,,,,,https://www.instagram.com/lessinghalleinsblaue/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,Über Rollstuhleingang.,,,,,,,,,,,,,,,,,,,,,,
76,6534732978,node,54.3120015,10.0986015,,,,,,ice_cream,,yes,,yes,Giovanni L.,,Mo-Sa 10:00-20:00; Th 10:00-22:00; PH closed,,no,,,,https://www.giovannil.com/de/standorte/details/kiel-citti-park.html,,,,,,,,yes,,,,,,2,Giovanni L. Produktions- und Handelsgesellschaft mbH & Co. KG,+49 431 9089592126,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,
77,6659924727,node,54.3192959,10.1289168,Kiel,,15,24103,Schülperbaum,fast_food,,yes,yes,,Ali's Falafel,,Mo 17:00-22:00; Tu-Fr 12:00-22:00; We 11:00-22:00; Sa 12:00-21:00; Su 13:00-22:00,,,,,,,no,,,,,,,,,,yes,,,0,,+49 176 32275860,,,,,,,,,,,,,,,,,,,,https://www.facebook.com/AlisFalafelKiel/,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78,6691739785,node,54.3315322,10.1498404,Kiel,DE,38,24105,Düsternbrooker Weg,restaurant,,yes,yes,yes,LAGOM,,"Su-Th 11:30-22:00; Fr,Sa 11:30-23:00",,yes,,,,https://www.lagom-kiel.de/,yes,,,,,,,,,,,,wlan,,,,,no,,,,,,,,,"Fr,Sa 11:30-15:00,17:00-21:30; Su-Th 11:30-15:00,17:00-21:00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79,6699012254,node,54.3183161,10.1303582,,,,,,cafe,,yes,,,Das Café im Hugendubel,,,,,,,,,,,,,,,,,,,,,wlan,1,,,yes,no,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,limited,,,,,,,,,,,,,,,yes,,,,,,,,
80,6951340782,node,54.3327546,10.1113895,Kiel,,1,24116,Eichhofstraße,restaurant,,yes,yes,,PARS,,Mo-Su 16:00-22:00,off,,,,,,,,,,,,persian,,,,,,,,,+49 431 53036879,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
81,7133975195,node,54.3244234,10.1243442,Kiel,,22,24103,Jungfernstieg,cafe,,yes,yes,yes,Loppokaffee,,"Mo,Tu,Th-Sa 10:00-17:00; Su 12:00-17:00",,yes,Nein,,,,no,,,,,2023-02-11,coffee_shop,yes,,,,,yes,0,,,no,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82,7684587774,node,54.3109426,10.1481391,Kiel,,51,24143,Kaiserstraße,cafe,,yes,yes,,Café Jupiter,,Tu-Sa 14:00-18:00,restricted,yes,,,,,no,,,,,,asian;salad;sushi;cake,,,,,,wlan,,,,,no,,,,,,,,,,yes,,,,,,,,https://www.facebook.com/pg/JuHyunLeeKiel/posts/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,TNG,,,,
83,7944613281,node,54.3151723,10.1181391,,,,,,ice_cream,,yes,,no,La Gelateria,,,,no,outside,,,,yes,,,,,,,only,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,yes,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84,8152123317,node,54.3218951,10.1381552,,,,,,fast_food,,yes,yes,yes,dean&david,,Mo-Su 11:30-20:00,,yes,,,,https://deananddavid.com/kiel-bootshafen/,yes,,dean&david,Q66132404,,,salad;sandwich,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,
85,8405780042,node,54.327974,10.1327498,Kiel,,21,24103,Wilhelminenstraße,restaurant,,yes,yes,no,Momiji,,,,no,,,,http://momiji-sushi.de,,,,,,,sushi,only,,,,,,,,+49 431 90664770,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
86,8491413906,node,54.3445528,10.1096347,,,,,,cafe,,yes,yes,,Brot und Bohne,,"Mo-Th 08:00-18:00; Fr 08:00-17:00; PH,Sa,Su off",,,,,,,yes,,,,,,,,,,,,,,Steiskal,,,,,,,,,,,,,,,,,,,,2021-09-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87,8491413907,node,54.3447678,10.1096991,Kiel,,2,24118,Leibnizstraße,ice_cream,,yes,,,Mikaado,,Mo-Fr 10:30-18:00,,yes,,,,www.mikaado.de,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88,8599133591,node,54.3277764,10.134193,,,,,,restaurant,,yes,yes,,Klein Tokio,,"Th,Su-Tu 11:00-22:00, Fr,Sa 11:00-02:00",,,,,,,,,,,,,japanese,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89,8818299356,node,54.3276154,10.1179429,,,,,,ice_cream,,yes,,,N'ice,,"closed ""bis Frühjahr 2023""",,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90,8998837765,node,54.3116989,10.1321842,,,,,,cafe,,yes,yes,no,Freedom Kiel,,We-Th 12:00-18:00; Fr-Sa 12:00-22:00,,yes,no,,,,limited,,,,,,cake;ice_cream,,,,,,,,Freedom Kultur- und Schiffskollektiv eG,,,,,,,,,,https://freedom-kiel.de/,,,yes,no,no,info@freedom-kiel.de,,,,,https://www.facebook.com/freedomkiel,no,,,,,,,,,https://www.instagram.com/freedomkiel/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://freedom-kiel.de/wp-content/uploads/2021/08/2-DSC03652-3-1024x1024.png;https://freedom-kiel.de/wp-content/uploads/2021/08/1-DSC03585-3-1024x1024.png,association,
91,9250395876,node,54.3149011,10.1325053,Kiel,,54-56,24114,Kaistraße,fast_food,,yes,yes,yes,Subway,,Mo-Su 10:30-20:00,,no,,,,https://restaurants.subway.com/germany/sh/kiel/kaistra%C3%9Fe-54-56,yes,,Subway,Q244457,,,sandwich,yes,,en:Subway (restaurant),,,,,,+49 431 53037932,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92,9444022373,node,54.3196932,10.1219292,,,,,,fast_food,,yes,yes,,John's Pizza Kitchen,,Fr-Su 17:00-21:00,,,,,,,,,,,,,pizza,yes,,,,,,0,John's Burger GmbH,,,,,,,,,,https://www.johnsburgers.de/johns-pizza,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FIXME: Position muss noch genauer
93,9655694808,node,54.3114259,10.1273467,Kiel,,2,24114,Hummelwiese,cafe,,yes,yes,yes,Campus Suite,,Mo-Fr 07:00-18:00; Sa-Su 09:00-16:00,,yes,,,,https://www.campussuite.de/stores/kiel,yes,Campus Corner,Campus Suite,Q111205702,,,coffee_shop;sandwich,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94,10080203674,node,54.3151957,10.1224784,,,,,,fast_food,,yes,yes,,Seypa,,Mo-Su 11:00-22:00,,yes,no,,,,no,,,,,,kebab,yes,,,,,,,,,,,,,,,,,,,,,no,no,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95,10825168020,node,54.3273927,10.1308174,,,35,,Wilhelminenstraße,fast_food,,yes,yes,,Killer Pizza,,Mo-Su 11:00-23:00,,,,,,https://killer-pizza.de/,,,,,,,pizza,,,,,,,,,+49 431 88975404,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.instagram.com/killer_pizza_kiel/,,auftrag@killer-pizza.de,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
